state,district,year,month,avg_groundwater_level,monthly_avg_rainfall,rain_lag_1,rain_lag_3,rain_lag_6,cumulative_rain_3m,monthly_avg_soil_moisture_15cm,soil_moisture_lag_1,soil_moisture_lag_3,month_sin,month_cos,groundwater_lag_1,groundwater_lag_3,groundwater_lag_6,groundwater_rolling_3,groundwater_rolling_6
Punjab,Amritsar,2018.0,12.0,15.34688888888889,0.1255153609032258,0.3686476237666666,2.4690238993,0.0637355764333333,9.949703011831184,8.3685907,9.81068797,16.06429311,-2.4492935982947064e-16,1.0,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889
Punjab,Amritsar,2019.0,1.0,15.34688888888889,0.917221608032258,0.1255153609032258,9.455540027161293,2.4568889153548388,1.4113845927021504,12.963433048387095,8.3685907,12.204462512903223,0.49999999999999994,0.8660254037844387,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889
Punjab,Amritsar,2019.0,2.0,15.34688888888889,4.119561415000001,0.917221608032258,0.3686476237666666,6.296964454290323,5.162298383935484,19.874660160714285,12.963433048387095,9.81068797,0.8660254037844386,0.5000000000000001,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889
Punjab,Amritsar,2019.0,3.0,15.34688888888889,0.314857273516129,4.119561415000001,0.1255153609032258,2.4690238993,5.351640296548387,15.476550838709676,19.874660160714285,8.3685907,1.0,6.123233995736766e-17,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889
Punjab,Amritsar,2019.0,4.0,15.34688888888889,0.6104684959,0.314857273516129,0.917221608032258,9.455540027161293,5.04488718441613,11.816719946666666,15.476550838709676,12.963433048387095,0.8660254037844387,-0.4999999999999998,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889,15.34688888888889
Punjab,Amritsar,2019.0,5.0,14.687755102040818,0.4279351430322581,0.6104684959,4.119561415000001,0.3686476237666666,1.3532609124483872,7.680257322580645,11.816719946666666,19.874660160714285,0.49999999999999994,-0.8660254037844387,15.34688888888889,15.34688888888889,15.34688888888889,15.127177626606198,15.237033257747543
Punjab,Amritsar,2019.0,6.0,14.687755102040818,0.5671922166333334,0.4279351430322581,0.314857273516129,0.1255153609032258,1.6055958555655914,9.715128289655173,7.680257322580645,15.476550838709676,1.2246467991473532e-16,-1.0,14.687755102040818,15.34688888888889,15.34688888888889,14.907466364323506,15.127177626606198
Punjab,Amritsar,2019.0,7.0,14.687755102040818,5.463484736806452,0.5671922166333334,0.6104684959,0.917221608032258,6.458612096472043,18.494744314285715,9.715128289655173,11.816719946666666,-0.4999999999999997,-0.8660254037844388,14.687755102040818,15.34688888888889,15.34688888888889,14.687755102040818,15.017321995464854
Punjab,Amritsar,2019.0,8.0,14.687755102040818,5.202821604225806,5.463484736806452,0.4279351430322581,4.119561415000001,11.233498557665593,17.683799021428573,18.494744314285715,7.680257322580645,-0.8660254037844385,-0.5000000000000004,14.687755102040818,14.687755102040818,15.34688888888889,14.687755102040818,14.907466364323506
Punjab,Amritsar,2019.0,9.0,14.687755102040818,2.8917934933,5.202821604225806,0.5671922166333334,0.314857273516129,13.55809983433226,13.63475037142857,17.683799021428573,9.715128289655173,-1.0,-1.8369701987210297e-16,14.687755102040818,14.687755102040818,15.34688888888889,14.687755102040818,14.797610733182163
Punjab,Amritsar,2019.0,10.0,14.687755102040818,0.3127651332258064,2.8917934933,5.463484736806452,0.6104684959,8.407380230751613,15.458696096774194,13.63475037142857,18.494744314285715,-0.8660254037844386,0.5000000000000001,14.687755102040818,14.687755102040818,15.34688888888889,14.687755102040818,14.687755102040818
Punjab,Amritsar,2019.0,11.0,14.687755102040818,1.0354545638333332,0.3127651332258064,5.202821604225806,0.4279351430322581,4.240013190359139,15.235815326666666,15.458696096774194,17.683799021428573,-0.5000000000000004,0.8660254037844384,14.687755102040818,14.687755102040818,14.687755102040818,14.687755102040818,14.687755102040818
Punjab,Amritsar,2019.0,12.0,14.687755102040818,1.4828805337419355,1.0354545638333332,2.8917934933,0.5671922166333334,2.8311002308010758,17.257171148387098,15.235815326666666,13.63475037142857,-2.4492935982947064e-16,1.0,14.687755102040818,14.687755102040818,14.687755102040818,14.687755102040818,14.687755102040818
